fips,NAME,variable,median_income,moe
29113,"Lincoln County, Missouri",B06011_001,32673,1471
29115,"Linn County, Missouri",B06011_001,28730,2710
29117,"Livingston County, Missouri",B06011_001,30335,1288
29119,"McDonald County, Missouri",B06011_001,24158,1727
29121,"Macon County, Missouri",B06011_001,25073,1345
29123,"Madison County, Missouri",B06011_001,25483,1529
29125,"Maries County, Missouri",B06011_001,27654,2172
29127,"Marion County, Missouri",B06011_001,28238,1765
29129,"Mercer County, Missouri",B06011_001,25958,1469
29131,"Miller County, Missouri",B06011_001,27847,1791
29133,"Mississippi County, Missouri",B06011_001,15469,1746
29135,"Moniteau County, Missouri",B06011_001,30578,1530
29137,"Monroe County, Missouri",B06011_001,26794,1574
29139,"Montgomery County, Missouri",B06011_001,30724,1813
29141,"Morgan County, Missouri",B06011_001,22288,1949
29143,"New Madrid County, Missouri",B06011_001,24797,1801
29145,"Newton County, Missouri",B06011_001,27192,1051
29147,"Nodaway County, Missouri",B06011_001,21276,857
29149,"Oregon County, Missouri",B06011_001,20323,1471
29151,"Osage County, Missouri",B06011_001,31905,1536
29153,"Ozark County, Missouri",B06011_001,20419,2017
29155,"Pemiscot County, Missouri",B06011_001,18862,1214
29157,"Perry County, Missouri",B06011_001,28970,1797
29159,"Pettis County, Missouri",B06011_001,25738,859
29161,"Phelps County, Missouri",B06011_001,24716,1332
29163,"Pike County, Missouri",B06011_001,25323,1262
29165,"Platte County, Missouri",B06011_001,40401,888
29167,"Polk County, Missouri",B06011_001,22437,1219
29169,"Pulaski County, Missouri",B06011_001,25964,1963
29171,"Putnam County, Missouri",B06011_001,27579,3685
29173,"Ralls County, Missouri",B06011_001,28197,2155
29175,"Randolph County, Missouri",B06011_001,27605,1730
29177,"Ray County, Missouri",B06011_001,31795,1525
29179,"Reynolds County, Missouri",B06011_001,22305,1869
29181,"Ripley County, Missouri",B06011_001,17493,1301
29183,"St. Charles County, Missouri",B06011_001,40727,689
29185,"St. Clair County, Missouri",B06011_001,22220,1720
29186,"Ste. Genevieve County, Missouri",B06011_001,29749,3226
29187,"St. Francois County, Missouri",B06011_001,23630,1322
29189,"St. Louis County, Missouri",B06011_001,36555,393
29195,"Saline County, Missouri",B06011_001,25203,1049
29197,"Schuyler County, Missouri",B06011_001,23740,2202
29199,"Scotland County, Missouri",B06011_001,26814,1655
29201,"Scott County, Missouri",B06011_001,25159,1471
29203,"Shannon County, Missouri",B06011_001,18865,1741
29205,"Shelby County, Missouri",B06011_001,26157,1450
29207,"Stoddard County, Missouri",B06011_001,23416,1494
29209,"Stone County, Missouri",B06011_001,24865,1181
29211,"Sullivan County, Missouri",B06011_001,25938,1559
29213,"Taney County, Missouri",B06011_001,25194,955
29215,"Texas County, Missouri",B06011_001,21305,1200
29217,"Vernon County, Missouri",B06011_001,25771,1203
29219,"Warren County, Missouri",B06011_001,31246,1644
29221,"Washington County, Missouri",B06011_001,22141,1780
29223,"Wayne County, Missouri",B06011_001,20610,2339
29225,"Webster County, Missouri",B06011_001,27610,1860
29227,"Worth County, Missouri",B06011_001,25160,2637
29229,"Wright County, Missouri",B06011_001,20740,777
29510,"St. Louis city, Missouri",B06011_001,29892,683
30001,"Beaverhead County, Montana",B06011_001,23938,1297
30003,"Big Horn County, Montana",B06011_001,24814,1858
30005,"Blaine County, Montana",B06011_001,24844,2229
30007,"Broadwater County, Montana",B06011_001,31998,1436
30009,"Carbon County, Montana",B06011_001,29863,1881
30011,"Carter County, Montana",B06011_001,25976,3797
30013,"Cascade County, Montana",B06011_001,30351,784
30015,"Chouteau County, Montana",B06011_001,27613,2288
30017,"Custer County, Montana",B06011_001,29848,1705
30019,"Daniels County, Montana",B06011_001,33429,4057
30021,"Dawson County, Montana",B06011_001,29690,2770
30023,"Deer Lodge County, Montana",B06011_001,23779,3770
30025,"Fallon County, Montana",B06011_001,37207,5243
30027,"Fergus County, Montana",B06011_001,26361,1850
30029,"Flathead County, Montana",B06011_001,29181,1184
30031,"Gallatin County, Montana",B06011_001,33164,1155
30033,"Garfield County, Montana",B06011_001,26464,1805
30035,"Glacier County, Montana",B06011_001,20503,2924
30037,"Golden Valley County, Montana",B06011_001,25405,4523
30039,"Granite County, Montana",B06011_001,25328,2607
30041,"Hill County, Montana",B06011_001,28130,2477
30043,"Jefferson County, Montana",B06011_001,32551,2059
30045,"Judith Basin County, Montana",B06011_001,30134,4782
30047,"Lake County, Montana",B06011_001,25784,1197
30049,"Lewis and Clark County, Montana",B06011_001,34452,1430
30051,"Liberty County, Montana",B06011_001,32067,7355
30053,"Lincoln County, Montana",B06011_001,23272,1306
30055,"McCone County, Montana",B06011_001,33989,2927
30057,"Madison County, Montana",B06011_001,27455,2477
30059,"Meagher County, Montana",B06011_001,23278,2765
30061,"Mineral County, Montana",B06011_001,25427,2779
30063,"Missoula County, Montana",B06011_001,28161,1122
30065,"Musselshell County, Montana",B06011_001,27132,2695
30067,"Park County, Montana",B06011_001,31977,1347
30069,"Petroleum County, Montana",B06011_001,30536,9038
30071,"Phillips County, Montana",B06011_001,28446,2160
30073,"Pondera County, Montana",B06011_001,27140,2687
30075,"Powder River County, Montana",B06011_001,31250,2790
30077,"Powell County, Montana",B06011_001,21462,1941
30079,"Prairie County, Montana",B06011_001,24215,4409
30081,"Ravalli County, Montana",B06011_001,25631,1183
30083,"Richland County, Montana",B06011_001,31309,3200
30085,"Roosevelt County, Montana",B06011_001,24511,2246
30087,"Rosebud County, Montana",B06011_001,27466,2389
30089,"Sanders County, Montana",B06011_001,21957,1815
30091,"Sheridan County, Montana",B06011_001,30504,2102
30093,"Silver Bow County, Montana",B06011_001,25746,1539
30095,"Stillwater County, Montana",B06011_001,31390,1442
30097,"Sweet Grass County, Montana",B06011_001,26631,1589
30099,"Teton County, Montana",B06011_001,28958,2283
30101,"Toole County, Montana",B06011_001,24847,3287
30103,"Treasure County, Montana",B06011_001,30302,3180
30105,"Valley County, Montana",B06011_001,28590,3617
30107,"Wheatland County, Montana",B06011_001,24508,3510
30109,"Wibaux County, Montana",B06011_001,33154,2182
30111,"Yellowstone County, Montana",B06011_001,34305,1023
31001,"Adams County, Nebraska",B06011_001,29146,1279
31003,"Antelope County, Nebraska",B06011_001,28284,2439
31005,"Arthur County, Nebraska",B06011_001,26818,7483
31007,"Banner County, Nebraska",B06011_001,35481,3353
31009,"Blaine County, Nebraska",B06011_001,34167,10548
31011,"Boone County, Nebraska",B06011_001,31159,1587
31013,"Box Butte County, Nebraska",B06011_001,34106,2737
31015,"Boyd County, Nebraska",B06011_001,25859,2704
31017,"Brown County, Nebraska",B06011_001,27223,3298
31019,"Buffalo County, Nebraska",B06011_001,30064,1282
31021,"Burt County, Nebraska",B06011_001,30456,1630
31023,"Butler County, Nebraska",B06011_001,32488,2185
31025,"Cass County, Nebraska",B06011_001,36649,1736
31027,"Cedar County, Nebraska",B06011_001,32159,1325
31029,"Chase County, Nebraska",B06011_001,30750,3618
31031,"Cherry County, Nebraska",B06011_001,29283,2683
31033,"Cheyenne County, Nebraska",B06011_001,31851,1477
31035,"Clay County, Nebraska",B06011_001,32480,2193
31037,"Colfax County, Nebraska",B06011_001,33453,2915
31039,"Cuming County, Nebraska",B06011_001,34100,1488
31041,"Custer County, Nebraska",B06011_001,29888,1749
31043,"Dakota County, Nebraska",B06011_001,31830,1971
31045,"Dawes County, Nebraska",B06011_001,24033,2415
31047,"Dawson County, Nebraska",B06011_001,32441,1610
31049,"Deuel County, Nebraska",B06011_001,26172,1687
31051,"Dixon County, Nebraska",B06011_001,30592,1271
31053,"Dodge County, Nebraska",B06011_001,31034,1323
31055,"Douglas County, Nebraska",B06011_001,36065,491
31057,"Dundy County, Nebraska",B06011_001,32416,2149
31059,"Fillmore County, Nebraska",B06011_001,32427,2113
31061,"Franklin County, Nebraska",B06011_001,26806,3365
31063,"Frontier County, Nebraska",B06011_001,29853,2908
31065,"Furnas County, Nebraska",B06011_001,28469,3131
31067,"Gage County, Nebraska",B06011_001,29976,1385
31069,"Garden County, Nebraska",B06011_001,26266,2229
31071,"Garfield County, Nebraska",B06011_001,27750,3886
31073,"Gosper County, Nebraska",B06011_001,32634,3158
31075,"Grant County, Nebraska",B06011_001,25000,4346
31077,"Greeley County, Nebraska",B06011_001,26755,2259
31079,"Hall County, Nebraska",B06011_001,32046,846
31081,"Hamilton County, Nebraska",B06011_001,35157,2297
31083,"Harlan County, Nebraska",B06011_001,31746,1954
31085,"Hayes County, Nebraska",B06011_001,31458,3032
31087,"Hitchcock County, Nebraska",B06011_001,26646,3012
31089,"Holt County, Nebraska",B06011_001,31273,1163
31091,"Hooker County, Nebraska",B06011_001,29896,8855
31093,"Howard County, Nebraska",B06011_001,31940,1220
31095,"Jefferson County, Nebraska",B06011_001,28965,2514
31097,"Johnson County, Nebraska",B06011_001,30635,2262
31099,"Kearney County, Nebraska",B06011_001,33762,1896
31101,"Keith County, Nebraska",B06011_001,27633,2562
31103,"Keya Paha County, Nebraska",B06011_001,31563,5926
31105,"Kimball County, Nebraska",B06011_001,25833,3724
31107,"Knox County, Nebraska",B06011_001,28976,1741
31109,"Lancaster County, Nebraska",B06011_001,32059,454
31111,"Lincoln County, Nebraska",B06011_001,31795,1482
31113,"Logan County, Nebraska",B06011_001,23708,3141
31115,"Loup County, Nebraska",B06011_001,30417,5371
31117,"McPherson County, Nebraska",B06011_001,29728,3988
31119,"Madison County, Nebraska",B06011_001,30265,1534
31121,"Merrick County, Nebraska",B06011_001,30512,2611
31123,"Morrill County, Nebraska",B06011_001,26250,1340
31125,"Nance County, Nebraska",B06011_001,30393,3266
31127,"Nemaha County, Nebraska",B06011_001,27025,3521
31129,"Nuckolls County, Nebraska",B06011_001,29219,3407
31131,"Otoe County, Nebraska",B06011_001,32436,2044
31133,"Pawnee County, Nebraska",B06011_001,25034,2609
31135,"Perkins County, Nebraska",B06011_001,31935,4964
31137,"Phelps County, Nebraska",B06011_001,31446,2651
31139,"Pierce County, Nebraska",B06011_001,31647,1296
31141,"Platte County, Nebraska",B06011_001,32446,1535
31143,"Polk County, Nebraska",B06011_001,31406,1263
31145,"Red Willow County, Nebraska",B06011_001,26128,1479
31147,"Richardson County, Nebraska",B06011_001,26832,3217
31149,"Rock County, Nebraska",B06011_001,29250,4170
31151,"Saline County, Nebraska",B06011_001,29917,2313
31153,"Sarpy County, Nebraska",B06011_001,40315,618
31155,"Saunders County, Nebraska",B06011_001,37419,1753
31157,"Scotts Bluff County, Nebraska",B06011_001,29860,1405
31159,"Seward County, Nebraska",B06011_001,33244,2135
31161,"Sheridan County, Nebraska",B06011_001,26471,1505
31163,"Sherman County, Nebraska",B06011_001,30965,2128
31165,"Sioux County, Nebraska",B06011_001,29250,2946
31167,"Stanton County, Nebraska",B06011_001,34269,2072
31169,"Thayer County, Nebraska",B06011_001,31025,1443
31171,"Thomas County, Nebraska",B06011_001,33036,5749
31173,"Thurston County, Nebraska",B06011_001,26894,1141
31175,"Valley County, Nebraska",B06011_001,28793,3005
31177,"Washington County, Nebraska",B06011_001,39876,1852
31179,"Wayne County, Nebraska",B06011_001,25584,2789
31181,"Webster County, Nebraska",B06011_001,30275,1847
31183,"Wheeler County, Nebraska",B06011_001,31350,5117
31185,"York County, Nebraska",B06011_001,32276,3016
32001,"Churchill County, Nevada",B06011_001,30610,1413
32003,"Clark County, Nevada",B06011_001,31581,168
32005,"Douglas County, Nevada",B06011_001,35337,1583
32007,"Elko County, Nevada",B06011_001,38441,2858
32009,"Esmeralda County, Nevada",B06011_001,21175,4182
32011,"Eureka County, Nevada",B06011_001,27075,10491
32013,"Humboldt County, Nevada",B06011_001,32278,3346
32015,"Lander County, Nevada",B06011_001,37870,10538
32017,"Lincoln County, Nevada",B06011_001,32511,7137
32019,"Lyon County, Nevada",B06011_001,29984,1525
32021,"Mineral County, Nevada",B06011_001,21017,2351
32023,"Nye County, Nevada",B06011_001,25715,1116
32027,"Pershing County, Nevada",B06011_001,26946,3457
32029,"Storey County, Nevada",B06011_001,35106,7867
32031,"Washoe County, Nevada",B06011_001,34681,627
32033,"White Pine County, Nevada",B06011_001,32172,3343
32510,"Carson City, Nevada",B06011_001,32391,1359
33001,"Belknap County, New Hampshire",B06011_001,33018,1298
33003,"Carroll County, New Hampshire",B06011_001,32853,1701
33005,"Cheshire County, New Hampshire",B06011_001,31286,1041
33007,"Coos County, New Hampshire",B06011_001,26923,1116
33009,"Grafton County, New Hampshire",B06011_001,31531,741
33011,"Hillsborough County, New Hampshire",B06011_001,39329,815
33013,"Merrimack County, New Hampshire",B06011_001,36789,784
33015,"Rockingham County, New Hampshire",B06011_001,43643,785
33017,"Strafford County, New Hampshire",B06011_001,32930,949
33019,"Sullivan County, New Hampshire",B06011_001,33222,1433
34001,"Atlantic County, New Jersey",B06011_001,30230,580
34003,"Bergen County, New Jersey",B06011_001,47192,738
34005,"Burlington County, New Jersey",B06011_001,42937,772
34007,"Camden County, New Jersey",B06011_001,35001,606
34009,"Cape May County, New Jersey",B06011_001,35208,1049
34011,"Cumberland County, New Jersey",B06011_001,26175,620
34013,"Essex County, New Jersey",B06011_001,33678,667
34015,"Gloucester County, New Jersey",B06011_001,41212,680
34017,"Hudson County, New Jersey",B06011_001,38332,812
34019,"Hunterdon County, New Jersey",B06011_001,52511,1515
34021,"Mercer County, New Jersey",B06011_001,37223,916
34023,"Middlesex County, New Jersey",B06011_001,42029,623
34025,"Monmouth County, New Jersey",B06011_001,45851,928
34027,"Morris County, New Jersey",B06011_001,52118,732
34029,"Ocean County, New Jersey",B06011_001,35406,582
34031,"Passaic County, New Jersey",B06011_001,32830,752
34033,"Salem County, New Jersey",B06011_001,32173,1254
34035,"Somerset County, New Jersey",B06011_001,50608,967
34037,"Sussex County, New Jersey",B06011_001,44995,1428
34039,"Union County, New Jersey",B06011_001,37853,746
34041,"Warren County, New Jersey",B06011_001,39852,1356
35001,"Bernalillo County, New Mexico",B06011_001,29656,689
35003,"Catron County, New Mexico",B06011_001,23191,2502
35005,"Chaves County, New Mexico",B06011_001,23656,1604
35006,"Cibola County, New Mexico",B06011_001,21102,1617
35007,"Colfax County, New Mexico",B06011_001,23115,1723
35009,"Curry County, New Mexico",B06011_001,26047,1235
35011,"De Baca County, New Mexico",B06011_001,23787,4156
35013,"Doña Ana County, New Mexico",B06011_001,21872,664
35015,"Eddy County, New Mexico",B06011_001,32289,1877
35017,"Grant County, New Mexico",B06011_001,20432,1293
35019,"Guadalupe County, New Mexico",B06011_001,20946,2391
35021,"Harding County, New Mexico",B06011_001,24079,7808
35023,"Hidalgo County, New Mexico",B06011_001,22653,3304
35025,"Lea County, New Mexico",B06011_001,29826,2454
35027,"Lincoln County, New Mexico",B06011_001,24360,1612
35028,"Los Alamos County, New Mexico",B06011_001,66293,3029
35029,"Luna County, New Mexico",B06011_001,17755,1499
35031,"McKinley County, New Mexico",B06011_001,18347,953
35033,"Mora County, New Mexico",B06011_001,15287,2540
35035,"Otero County, New Mexico",B06011_001,23180,1463
35037,"Quay County, New Mexico",B06011_001,21717,2234
35039,"Rio Arriba County, New Mexico",B06011_001,26025,1415
35041,"Roosevelt County, New Mexico",B06011_001,20625,3181
35043,"Sandoval County, New Mexico",B06011_001,31185,955
35045,"San Juan County, New Mexico",B06011_001,24788,904
35047,"San Miguel County, New Mexico",B06011_001,20910,1378
35049,"Santa Fe County, New Mexico",B06011_001,32407,893
35051,"Sierra County, New Mexico",B06011_001,21172,1609
35053,"Socorro County, New Mexico",B06011_001,17893,2171
35055,"Taos County, New Mexico",B06011_001,23116,2965
35057,"Torrance County, New Mexico",B06011_001,21866,2399
35059,"Union County, New Mexico",B06011_001,23034,3684
35061,"Valencia County, New Mexico",B06011_001,26373,1218
36001,"Albany County, New York",B06011_001,36502,818
36003,"Allegany County, New York",B06011_001,24976,942
36005,"Bronx County, New York",B06011_001,23541,429
36007,"Broome County, New York",B06011_001,27217,758
36009,"Cattaraugus County, New York",B06011_001,27284,618
36011,"Cayuga County, New York",B06011_001,30873,722
36013,"Chautauqua County, New York",B06011_001,26224,630
36015,"Chemung County, New York",B06011_001,29159,990
36017,"Chenango County, New York",B06011_001,28428,1378
36019,"Clinton County, New York",B06011_001,30975,1289
36021,"Columbia County, New York",B06011_001,34695,1205
36023,"Cortland County, New York",B06011_001,27193,1072
36025,"Delaware County, New York",B06011_001,26990,957
36027,"Dutchess County, New York",B06011_001,37404,891
36029,"Erie County, New York",B06011_001,33179,423
36031,"Essex County, New York",B06011_001,31552,1172
36033,"Franklin County, New York",B06011_001,28914,1377
36035,"Fulton County, New York",B06011_001,29255,1969
36037,"Genesee County, New York",B06011_001,31619,828
36039,"Greene County, New York",B06011_001,30593,1351
36041,"Hamilton County, New York",B06011_001,29092,4673
36043,"Herkimer County, New York",B06011_001,30218,1169
36045,"Jefferson County, New York",B06011_001,29633,952
36047,"Kings County, New York",B06011_001,33183,339
36049,"Lewis County, New York",B06011_001,29869,1356
36051,"Livingston County, New York",B06011_001,30533,758
36053,"Madison County, New York",B06011_001,30313,1051
36055,"Monroe County, New York",B06011_001,32599,433
36057,"Montgomery County, New York",B06011_001,28394,1403
36059,"Nassau County, New York",B06011_001,47254,595
36061,"New York County, New York",B06011_001,52409,761
36063,"Niagara County, New York",B06011_001,31684,553
36065,"Oneida County, New York",B06011_001,31510,581
36067,"Onondaga County, New York",B06011_001,33563,540
36069,"Ontario County, New York",B06011_001,33730,1120
36071,"Orange County, New York",B06011_001,36265,741
36073,"Orleans County, New York",B06011_001,28068,1835
36075,"Oswego County, New York",B06011_001,30215,663
36077,"Otsego County, New York",B06011_001,27086,1165
36079,"Putnam County, New York",B06011_001,42411,1299
36081,"Queens County, New York",B06011_001,33537,352
36083,"Rensselaer County, New York",B06011_001,37698,1094
36085,"Richmond County, New York",B06011_001,40536,665
36087,"Rockland County, New York",B06011_001,40158,819
36089,"St. Lawrence County, New York",B06011_001,27653,903
36091,"Saratoga County, New York",B06011_001,42859,947
36093,"Schenectady County, New York",B06011_001,33864,1335
36095,"Schoharie County, New York",B06011_001,31282,1483
36097,"Schuyler County, New York",B06011_001,26616,1307
36099,"Seneca County, New York",B06011_001,30664,1057
36101,"Steuben County, New York",B06011_001,29667,769
36103,"Suffolk County, New York",B06011_001,43018,440
36105,"Sullivan County, New York",B06011_001,31137,1010
36107,"Tioga County, New York",B06011_001,32056,902
36109,"Tompkins County, New York",B06011_001,30080,1003
36111,"Ulster County, New York",B06011_001,32345,878
36113,"Warren County, New York",B06011_001,35147,1515
36115,"Washington County, New York",B06011_001,30188,1012
36117,"Wayne County, New York",B06011_001,31941,740
36119,"Westchester County, New York",B06011_001,44184,723
36121,"Wyoming County, New York",B06011_001,31911,1155
36123,"Yates County, New York",B06011_001,27202,1303
37001,"Alamance County, North Carolina",B06011_001,28904,993
37003,"Alexander County, North Carolina",B06011_001,26153,1784
37005,"Alleghany County, North Carolina",B06011_001,21733,2188
37007,"Anson County, North Carolina",B06011_001,23555,1304
37009,"Ashe County, North Carolina",B06011_001,25299,1236
37011,"Avery County, North Carolina",B06011_001,22034,2368
37013,"Beaufort County, North Carolina",B06011_001,26631,1047
37015,"Bertie County, North Carolina",B06011_001,19033,2300
37017,"Bladen County, North Carolina",B06011_001,22419,1704
37019,"Brunswick County, North Carolina",B06011_001,30529,686
37021,"Buncombe County, North Carolina",B06011_001,29200,1046
37023,"Burke County, North Carolina",B06011_001,24671,1002
37025,"Cabarrus County, North Carolina",B06011_001,34297,1098
37027,"Caldwell County, North Carolina",B06011_001,24001,1125
37029,"Camden County, North Carolina",B06011_001,33785,2018
37031,"Carteret County, North Carolina",B06011_001,29700,1132
37033,"Caswell County, North Carolina",B06011_001,23302,1859
37035,"Catawba County, North Carolina",B06011_001,28767,1009
37037,"Chatham County, North Carolina",B06011_001,34183,1268
37039,"Cherokee County, North Carolina",B06011_001,22898,2178
37041,"Chowan County, North Carolina",B06011_001,29491,4873
37043,"Clay County, North Carolina",B06011_001,27759,3600
37045,"Cleveland County, North Carolina",B06011_001,23884,1017
37047,"Columbus County, North Carolina",B06011_001,23418,2012
37049,"Craven County, North Carolina",B06011_001,28939,1193
37051,"Cumberland County, North Carolina",B06011_001,27421,439
37053,"Currituck County, North Carolina",B06011_001,38319,2396
37055,"Dare County, North Carolina",B06011_001,32538,2134
37057,"Davidson County, North Carolina",B06011_001,27648,869
37059,"Davie County, North Carolina",B06011_001,31105,1445
37061,"Duplin County, North Carolina",B06011_001,22665,1183
37063,"Durham County, North Carolina",B06011_001,35085,766
37065,"Edgecombe County, North Carolina",B06011_001,24298,879
37067,"Forsyth County, North Carolina",B06011_001,30044,486
37069,"Franklin County, North Carolina",B06011_001,28581,1420
37071,"Gaston County, North Carolina",B06011_001,28258,738
37073,"Gates County, North Carolina",B06011_001,28681,2597
37075,"Graham County, North Carolina",B06011_001,21315,3191
37077,"Granville County, North Carolina",B06011_001,29384,1932
37079,"Greene County, North Carolina",B06011_001,21935,1567
37081,"Guilford County, North Carolina",B06011_001,30173,344
37083,"Halifax County, North Carolina",B06011_001,20777,915
37085,"Harnett County, North Carolina",B06011_001,27579,1254
37087,"Haywood County, North Carolina",B06011_001,27711,1424
37089,"Henderson County, North Carolina",B06011_001,30040,995
37091,"Hertford County, North Carolina",B06011_001,22486,1532
37093,"Hoke County, North Carolina",B06011_001,27009,834
37095,"Hyde County, North Carolina",B06011_001,21275,1727
37097,"Iredell County, North Carolina",B06011_001,31174,662
37099,"Jackson County, North Carolina",B06011_001,22429,1340
37101,"Johnston County, North Carolina",B06011_001,30833,797
37103,"Jones County, North Carolina",B06011_001,23202,2401
37105,"Lee County, North Carolina",B06011_001,26341,898
37107,"Lenoir County, North Carolina",B06011_001,23812,1517
37109,"Lincoln County, North Carolina",B06011_001,30805,847
37111,"McDowell County, North Carolina",B06011_001,25919,1261
37113,"Macon County, North Carolina",B06011_001,25780,1151
37115,"Madison County, North Carolina",B06011_001,26782,2149
37117,"Martin County, North Carolina",B06011_001,25180,2031
37119,"Mecklenburg County, North Carolina",B06011_001,36443,414
37121,"Mitchell County, North Carolina",B06011_001,26948,2124
37123,"Montgomery County, North Carolina",B06011_001,22794,1859
37125,"Moore County, North Carolina",B06011_001,32217,1434
37127,"Nash County, North Carolina",B06011_001,26177,879
37129,"New Hanover County, North Carolina",B06011_001,31054,786
37131,"Northampton County, North Carolina",B06011_001,24578,2270
37133,"Onslow County, North Carolina",B06011_001,25891,696
37135,"Orange County, North Carolina",B06011_001,33000,1337
37137,"Pamlico County, North Carolina",B06011_001,24080,1917
37139,"Pasquotank County, North Carolina",B06011_001,28704,2351
37141,"Pender County, North Carolina",B06011_001,28028,1470
37143,"Perquimans County, North Carolina",B06011_001,26860,2280
37145,"Person County, North Carolina",B06011_001,30144,1893
37147,"Pitt County, North Carolina",B06011_001,26707,1051
37149,"Polk County, North Carolina",B06011_001,27470,1644
37151,"Randolph County, North Carolina",B06011_001,26394,785
37153,"Richmond County, North Carolina",B06011_001,23817,1697
37155,"Robeson County, North Carolina",B06011_001,21908,505
37157,"Rockingham County, North Carolina",B06011_001,25688,817
37159,"Rowan County, North Carolina",B06011_001,27075,872
37161,"Rutherford County, North Carolina",B06011_001,23445,961
37163,"Sampson County, North Carolina",B06011_001,23317,1107
37165,"Scotland County, North Carolina",B06011_001,21943,972
37167,"Stanly County, North Carolina",B06011_001,28219,1587
37169,"Stokes County, North Carolina",B06011_001,28724,1612
37171,"Surry County, North Carolina",B06011_001,24723,1116
37173,"Swain County, North Carolina",B06011_001,23289,3380
37175,"Transylvania County, North Carolina",B06011_001,27018,1357
37177,"Tyrrell County, North Carolina",B06011_001,21313,3030
37179,"Union County, North Carolina",B06011_001,35468,842
37181,"Vance County, North Carolina",B06011_001,23732,1448
37183,"Wake County, North Carolina",B06011_001,41189,391
37185,"Warren County, North Carolina",B06011_001,22092,1578
37187,"Washington County, North Carolina",B06011_001,19671,2237
37189,"Watauga County, North Carolina",B06011_001,19820,1008
37191,"Wayne County, North Carolina",B06011_001,26151,845
37193,"Wilkes County, North Carolina",B06011_001,24764,1137
37195,"Wilson County, North Carolina",B06011_001,24443,1023
37197,"Yadkin County, North Carolina",B06011_001,27014,1208
37199,"Yancey County, North Carolina",B06011_001,24599,1245
38001,"Adams County, North Dakota",B06011_001,30496,3330
38003,"Barnes County, North Dakota",B06011_001,32641,2383
38005,"Benson County, North Dakota",B06011_001,26908,1748
38007,"Billings County, North Dakota",B06011_001,34239,8730
38009,"Bottineau County, North Dakota",B06011_001,33425,2358
38011,"Bowman County, North Dakota",B06011_001,34529,2718
38013,"Burke County, North Dakota",B06011_001,44583,2980
38015,"Burleigh County, North Dakota",B06011_001,40724,1043
38017,"Cass County, North Dakota",B06011_001,36539,968
38019,"Cavalier County, North Dakota",B06011_001,36127,3433
38021,"Dickey County, North Dakota",B06011_001,35070,2687
38023,"Divide County, North Dakota",B06011_001,36587,2932
38025,"Dunn County, North Dakota",B06011_001,38889,5662
38027,"Eddy County, North Dakota",B06011_001,31168,1426
38029,"Emmons County, North Dakota",B06011_001,30817,1358
38031,"Foster County, North Dakota",B06011_001,36763,5334
38033,"Golden Valley County, North Dakota",B06011_001,37111,4130
38035,"Grand Forks County, North Dakota",B06011_001,31642,1048
38037,"Grant County, North Dakota",B06011_001,30503,2173
38039,"Griggs County, North Dakota",B06011_001,32041,3796
38041,"Hettinger County, North Dakota",B06011_001,31846,2963
38043,"Kidder County, North Dakota",B06011_001,30471,3658
38045,"LaMoure County, North Dakota",B06011_001,36673,1799
38047,"Logan County, North Dakota",B06011_001,31603,3454
38049,"McHenry County, North Dakota",B06011_001,37429,2494
38051,"McIntosh County, North Dakota",B06011_001,31764,2373
38053,"McKenzie County, North Dakota",B06011_001,42930,4343
38055,"McLean County, North Dakota",B06011_001,38211,2078
38057,"Mercer County, North Dakota",B06011_001,39276,3938
38059,"Morton County, North Dakota",B06011_001,38773,2642
38061,"Mountrail County, North Dakota",B06011_001,38542,1849
38063,"Nelson County, North Dakota",B06011_001,32885,2320
38065,"Oliver County, North Dakota",B06011_001,36092,2959
38067,"Pembina County, North Dakota",B06011_001,32586,3025
38069,"Pierce County, North Dakota",B06011_001,30625,3936
38071,"Ramsey County, North Dakota",B06011_001,30925,2057
38073,"Ransom County, North Dakota",B06011_001,35867,2502
38075,"Renville County, North Dakota",B06011_001,40332,3665
38077,"Richland County, North Dakota",B06011_001,31742,1914
38079,"Rolette County, North Dakota",B06011_001,30040,4507
38081,"Sargent County, North Dakota",B06011_001,41267,1348
38083,"Sheridan County, North Dakota",B06011_001,34539,3736
38085,"Sioux County, North Dakota",B06011_001,21979,2963
38087,"Slope County, North Dakota",B06011_001,31944,5500
38089,"Stark County, North Dakota",B06011_001,41213,1636
38091,"Steele County, North Dakota",B06011_001,44556,5729
38093,"Stutsman County, North Dakota",B06011_001,30345,2166
38095,"Towner County, North Dakota",B06011_001,34049,3386
38097,"Traill County, North Dakota",B06011_001,37768,1752
38099,"Walsh County, North Dakota",B06011_001,35523,1551
38101,"Ward County, North Dakota",B06011_001,37491,1169
38103,"Wells County, North Dakota",B06011_001,34268,3353
38105,"Williams County, North Dakota",B06011_001,43152,3924
39001,"Adams County, Ohio",B06011_001,21589,1014
39003,"Allen County, Ohio",B06011_001,27789,816
39005,"Ashland County, Ohio",B06011_001,28340,1265
39007,"Ashtabula County, Ohio",B06011_001,25074,759
39009,"Athens County, Ohio",B06011_001,16997,1000
39011,"Auglaize County, Ohio",B06011_001,35112,1212
39013,"Belmont County, Ohio",B06011_001,25235,848
39015,"Brown County, Ohio",B06011_001,30362,1742
39017,"Butler County, Ohio",B06011_001,33170,632
39019,"Carroll County, Ohio",B06011_001,29172,1519
39021,"Champaign County, Ohio",B06011_001,31611,870
